GISJOIN,GEOID,TotPop,Allocated
G2901830311712,14000US29183311712,4307,270
G2901830311721,14000US29183311721,3913,537
G2901830311722,14000US29183311722,7112,892
G2901830311732,14000US29183311732,6946,583
G2901830311733,14000US29183311733,2288,247
G2901830311734,14000US29183311734,3810,541
G2901830311735,14000US29183311735,5022,418
G2901830311736,14000US29183311736,5834,121
G2901830311801,14000US29183311801,5615,314
G2901830311802,14000US29183311802,5790,507
G2901830311903,14000US29183311903,5710,124
G2901830311904,14000US29183311904,6138,399
G2901830311907,14000US29183311907,5835,398
G2901830311908,14000US29183311908,3603,178
G2901830311909,14000US29183311909,4917,253
G2901830312001,14000US29183312001,2380,95
G2901830312094,14000US29183312094,4609,281
G2901830312095,14000US29183312095,5142,223
G2901830312096,14000US29183312096,6926,494
G2901830312097,14000US29183312097,9870,726
G2901830312192,14000US29183312192,4992,265
G2901830312193,14000US29183312193,7489,641
G2901830312194,14000US29183312194,3309,223
G2901830312195,14000US29183312195,2722,195
G2901830312204,14000US29183312204,4662,187
G2901830312205,14000US29183312205,10780,529
G2901830312206,14000US29183312206,4050,146
G2901830312300,14000US29183312300,2579,62
G2901830312400,14000US29183312400,4735,187
G2901830980000,14000US29183980000,14,0
G2901850480100,14000US29185480100,3338,291
G2901850480200,14000US29185480200,2554,129
G2901850480300,14000US29185480300,2713,126
G2901860960100,14000US29186960100,6284,362
G2901860960200,14000US29186960200,4254,365
G2901860960300,14000US29186960300,3915,160
G2901860960400,14000US29186960400,2279,109
G2901870950101,14000US29187950101,4183,201
G2901870950102,14000US29187950102,4374,123
G2901870950300,14000US29187950300,4452,331
G2901870950400,14000US29187950400,5970,262
G2901870950600,14000US29187950600,2775,158
G2901870950700,14000US29187950700,8477,686
G2901870950800,14000US29187950800,6386,178
G2901870950901,14000US29187950901,2240,103
G2901870950902,14000US29187950902,4532,248
G2901870951000,14000US29187951000,6176,283
G2901870951100,14000US29187951100,6810,523
G2901890210100,14000US29189210100,3904,363
G2901890210200,14000US29189210200,5173,934
G2901890210300,14000US29189210300,2912,180
G2901890210400,14000US29189210400,4091,364
G2901890210501,14000US29189210501,2754,312
G2901890210502,14000US29189210502,3076,162
G2901890210600,14000US29189210600,5979,235
G2901890210702,14000US29189210702,5489,408
G2901890210703,14000US29189210703,3519,451
G2901890210704,14000US29189210704,3585,296
G2901890210803,14000US29189210803,3682,344
G2901890210804,14000US29189210804,8252,537
G2901890210805,14000US29189210805,5879,420
G2901890210806,14000US29189210806,5527,258
G2901890210912,14000US29189210912,6923,337
G2901890210921,14000US29189210921,4381,354
G2901890210923,14000US29189210923,4599,474
G2901890210924,14000US29189210924,4453,560
G2901890210925,14000US29189210925,4923,609
G2901890210926,14000US29189210926,2434,173
G2901890210927,14000US29189210927,4556,324
G2901890210928,14000US29189210928,4050,110
G2901890211000,14000US29189211000,6543,385
G2901890211101,14000US29189211101,6102,374
G2901890211102,14000US29189211102,5441,470
G2901890211201,14000US29189211201,4292,549
G2901890211202,14000US29189211202,2810,185
G2901890211301,14000US29189211301,6178,328
G2901890211331,14000US29189211331,5509,545
G2901890211332,14000US29189211332,5784,631
G2901890211333,14000US29189211333,4613,133
G2901890211334,14000US29189211334,3951,297
G2901890211401,14000US29189211401,4906,395
G2901890211402,14000US29189211402,2123,437
G2901890211500,14000US29189211500,3589,528
G2901890211600,14000US29189211600,5753,481
G2901890211700,14000US29189211700,3587,342
G2901890211801,14000US29189211801,3019,150
G2901890211802,14000US29189211802,3496,355
G2901890211900,14000US29189211900,4011,336
G2901890212001,14000US29189212001,7396,539
G2901890212002,14000US29189212002,3392,192
G2901890212101,14000US29189212101,3583,362
G2901890212102,14000US29189212102,2794,218
G2901890212200,14000US29189212200,6684,647
G2901890212300,14000US29189212300,4770,162
G2901890212400,14000US29189212400,2288,239
G2901890212500,14000US29189212500,4403,363
G2901890212600,14000US29189212600,4491,383
G2901890212700,14000US29189212700,5560,631
G2901890213101,14000US29189213101,4065,468
G2901890213102,14000US29189213102,250,24
G2901890213202,14000US29189213202,6403,404
G2901890213203,14000US29189213203,4546,187
G2901890213204,14000US29189213204,3555,513
G2901890213300,14000US29189213300,6593,515
G2901890213400,14000US29189213400,5554,302
G2901890213500,14000US29189213500,4729,455
G2901890213600,14000US29189213600,3235,340
G2901890213700,14000US29189213700,3852,252
G2901890213800,14000US29189213800,4426,334
G2901890213900,14000US29189213900,1673,128
G2901890214100,14000US29189214100,1350,172
G2901890214200,14000US29189214200,2833,218
G2901890214300,14000US29189214300,3612,369
G2901890214400,14000US29189214400,4331,255
G2901890214500,14000US29189214500,3080,84
G2901890214601,14000US29189214601,3142,270
G2901890214602,14000US29189214602,3596,174
G2901890214700,14000US29189214700,7382,933
G2901890214800,14000US29189214800,4444,331
G2901890214900,14000US29189214900,5409,568
G2901890215001,14000US29189215001,2789,62
G2901890215003,14000US29189215003,4292,180
G2901890215004,14000US29189215004,3617,245
G2901890215005,14000US29189215005,5340,143
G2901890215102,14000US29189215102,4188,380
G2901890215103,14000US29189215103,2165,121
G2901890215105,14000US29189215105,2230,55
G2901890215141,14000US29189215141,3795,256
G2901890215142,14000US29189215142,6417,521
G2901890215143,14000US29189215143,2634,135
G2901890215144,14000US29189215144,5209,210
G2901890215201,14000US29189215201,5703,435
G2901890215202,14000US29189215202,6341,518
G2901890215231,14000US29189215231,4273,458
G2901890215232,14000US29189215232,7011,290
G2901890215301,14000US29189215301,4431,324
G2901890215302,14000US29189215302,3171,260
G2901890215400,14000US29189215400,4968,293
G2901890215500,14000US29189215500,4294,193
G2901890215600,14000US29189215600,4682,453
G2901890215700,14000US29189215700,5118,609
G2901890215800,14000US29189215800,7232,542
G2901890215900,14000US29189215900,6030,713
G2901890216000,14000US29189216000,1339,178
G2901890216100,14000US29189216100,5628,313
G2901890216200,14000US29189216200,7235,396
G2901890216300,14000US29189216300,6677,311
G2901890216400,14000US29189216400,5376,273
G2901890216500,14000US29189216500,3710,192
G2901890216600,14000US29189216600,1989,88
G2901890216700,14000US29189216700,3208,154
G2901890216800,14000US29189216800,2893,151
G2901890216900,14000US29189216900,2002,119
G2901890217000,14000US29189217000,3876,323
G2901890217200,14000US29189217200,1670,118
G2901890217300,14000US29189217300,2684,76
G2901890217400,14000US29189217400,4459,64
G2901890217500,14000US29189217500,5008,379
G2901890217600,14000US29189217600,6941,403
G2901890217701,14000US29189217701,5079,388
G2901890217702,14000US29189217702,7044,258
G2901890217802,14000US29189217802,6981,300
G2901890217806,14000US29189217806,5540,306
G2901890217807,14000US29189217807,5655,347
G2901890217841,14000US29189217841,4644,258
G2901890217842,14000US29189217842,6895,217
G2901890217851,14000US29189217851,2782,106
G2901890217852,14000US29189217852,6053,715
G2901890217921,14000US29189217921,4588,300
G2901890217923,14000US29189217923,6565,383
G2901890217931,14000US29189217931,6231,407
G2901890217932,14000US29189217932,5008,402
G2901890217941,14000US29189217941,5635,146
G2901890217942,14000US29189217942,5256,310
G2901890217943,14000US29189217943,3066,258
G2901890217944,14000US29189217944,4789,181
G2901890218003,14000US29189218003,6481,354
G2901890218011,14000US29189218011,7375,234
G2901890218012,14000US29189218012,4104,289
G2901890218102,14000US29189218102,2984,191
G2901890218103,14000US29189218103,5037,212
G2901890218201,14000US29189218201,2956,79
G2901890218300,14000US29189218300,3594,108
G2901890218401,14000US29189218401,3438,217
G2901890218402,14000US29189218402,4287,242
G2901890218500,14000US29189218500,4508,294
G2901890218600,14000US29189218600,2283,229
G2901890218800,14000US29189218800,5527,338
G2901890218900,14000US29189218900,5655,304
G2901890219100,14000US29189219100,3781,130
G2901890219200,14000US29189219200,2287,58
G2901890219300,14000US29189219300,1871,93
G2901890219400,14000US29189219400,5137,277
G2901890219500,14000US29189219500,6472,401
G2901890219600,14000US29189219600,6337,246
G2901890219700,14000US29189219700,5937,150
G2901890219800,14000US29189219800,7198,356
G2901890219900,14000US29189219900,5388,426
G2901890220001,14000US29189220001,4881,426
G2901890220002,14000US29189220002,3021,163
G2901890220100,14000US29189220100,6932,578
G2901890220200,14000US29189220200,5051,307
G2901890220300,14000US29189220300,1888,133
G2901890220431,14000US29189220431,7676,278
G2901890220432,14000US29189220432,7764,613
G2901890220441,14000US29189220441,5540,401
G2901890220442,14000US29189220442,4398,206
G2901890220443,14000US29189220443,3985,389
G2901890220444,14000US29189220444,7530,330
G2901890220445,14000US29189220445,4615,370
G2901890220446,14000US29189220446,4072,312
G2901890220501,14000US29189220501,6111,226
G2901890220502,14000US29189220502,6552,475
G2901890220601,14000US29189220601,5992,599
G2901890220602,14000US29189220602,5205,184
G2901890220701,14000US29189220701,3109,124
G2901890220702,14000US29189220702,3834,228
G2901890220703,14000US29189220703,2689,72
G2901890220801,14000US29189220801,5404,225
G2901890220802,14000US29189220802,4592,201
G2901890220803,14000US29189220803,4107,341
G2901890221000,14000US29189221000,3035,120
G2901890221100,14000US29189221100,1696,81
G2901890221201,14000US29189221201,3128,225
G2901890221202,14000US29189221202,5590,576
G2901890221301,14000US29189221301,7604,548
G2901890221302,14000US29189221302,6352,390
G2901890221332,14000US29189221332,4428,330
G2901890221335,14000US29189221335,5735,325
G2901890221421,14000US29189221421,6679,200
G2901890221422,14000US29189221422,8616,597
G2901890221423,14000US29189221423,3813,104
G2901890221424,14000US29189221424,4631,280
G2901890221502,14000US29189221502,6074,397
G2901890221503,14000US29189221503,5715,632
G2901890221506,14000US29189221506,4309,230
G2901890221621,14000US29189221621,4784,260
G2901890221624,14000US29189221624,3131,116
G2901890221625,14000US29189221625,6785,372
G2901890221626,14000US29189221626,6036,464
G2901890221627,14000US29189221627,6159,448
G2901890221628,14000US29189221628,6770,671
G2901890221629,14000US29189221629,4935,243
G2901890221800,14000US29189221800,3459,154
G2901890221900,14000US29189221900,3404,206
G2901890222000,14000US29189222000,3258,204
G2901890222100,14000US29189222100,4988,177
G2901950090100,14000US29195090100,2487,227
G2901950090200,14000US29195090200,1964,235
G2901950090300,14000US29195090300,2519,229
G2901950090400,14000US29195090400,2566,288
G2901950090500,14000US29195090500,3864,376
G2901950090600,14000US29195090600,2855,453
G2901950090700,14000US29195090700,2238,178
G2901950090800,14000US29195090800,2593,142
G2901970470100,14000US29197470100,2025,73
G2901970470200,14000US29197470200,2134,106
G2901990480100,14000US29199480100,2724,418
G2901990480200,14000US29199480200,1681,107
G2902010780100,14000US29201780100,2976,337
G2902010780200,14000US29201780200,3535,343
G2902010780300,14000US29201780300,2788,268
G2902010780400,14000US29201780400,4582,446
G2902010780600,14000US29201780600,4145,329
G2902010780700,14000US29201780700,2777,459
G2902010781000,14000US29201781000,3780,273
G2902010781100,14000US29201781100,3088,551
G2902010781200,14000US29201781200,4942,385
G2902010781300,14000US29201781300,2989,208
G2902030470100,14000US29203470100,3403,94
G2902030470200,14000US29203470200,4293,271
G2902050450100,14000US29205450100,1625,80
G2902050450200,14000US29205450200,2225,175
G2902050450300,14000US29205450300,1603,115
G2902070470100,14000US29207470100,3498,513
G2902070470200,14000US29207470200,3864,499
G2902070470300,14000US29207470300,4066,269
G2902070470400,14000US29207470400,2784,193
G2902070470500,14000US29207470500,3280,129
G2902070470600,14000US29207470600,4635,255
G2902070470700,14000US29207470700,2258,130
G2902070470800,14000US29207470800,2867,108
G2902090090100,14000US29209090100,6642,237
G2902090090200,14000US29209090200,5037,225
G2902090090400,14000US29209090400,4506,369
G2902090090500,14000US29209090500,5523,328
G2902090090601,14000US29209090601,3084,159
G2902090090602,14000US29209090602,5215,458
G2902110480100,14000US29211480100,1433,98
G2902110480200,14000US29211480200,1363,157
G2902110480300,14000US29211480300,2861,205
G2902130480105,14000US29213480105,7163,355
G2902130480106,14000US29213480106,1641,89
G2902130480201,14000US29213480201,10331,827
G2902130480202,14000US29213480202,6534,744
G2902130480301,14000US29213480301,4875,342
G2902130480302,14000US29213480302,4123,277
G2902130480401,14000US29213480401,5649,805
G2902130480402,14000US29213480402,2057,115
G2902130480501,14000US29213480501,1864,125
G2902130480502,14000US29213480502,7323,445
G2902150480100,14000US29215480100,5535,421
G2902150480200,14000US29215480200,5058,396
G2902150480300,14000US29215480300,5744,482
G2902150480400,14000US29215480400,6518,438
G2902170950100,14000US29217950100,3161,304
G2902170950200,14000US29217950200,2174,148
G2902170950300,14000US29217950300,5097,487
G2902170950400,14000US29217950400,2761,288
G2902170950500,14000US29217950500,2988,102
G2902170950600,14000US29217950600,2685,150
G2902190820101,14000US29219820101,7443,299
G2902190820102,14000US29219820102,6992,226
G2902190820103,14000US29219820103,6946,616
G2902190820201,14000US29219820201,2223,54
G2902190820202,14000US29219820202,8442,408
G2902210460100,14000US29221460100,6263,469
G2902210460200,14000US29221460200,4815,299
G2902210460300,14000US29221460300,3410,187
G2902210460400,14000US29221460400,4465,330
G2902210460500,14000US29221460500,3357,238
G2902230690100,14000US29223690100,3133,194
G2902230690200,14000US29223690200,2884,420
G2902230690300,14000US29223690300,4055,661
G2902230690400,14000US29223690400,2343,233
G2902250470101,14000US29225470101,4657,339
G2902250470102,14000US29225470102,5244,477
G2902250470201,14000US29225470201,5492,466
G2902250470202,14000US29225470202,3737,343
G2902250470301,14000US29225470301,5712,459
G2902250470302,14000US29225470302,4452,366
G2902250470401,14000US29225470401,3462,295
G2902250470402,14000US29225470402,2134,153
G2902270960100,14000US29227960100,1871,139
G2902290490100,14000US29229490100,3575,614
G2902290490200,14000US29229490200,3574,298
G2902290490300,14000US29229490300,4779,326
G2902290490400,14000US29229490400,4795,331
G2905100101100,14000US29510101100,2315,217
G2905100101200,14000US29510101200,3157,98
G2905100101300,14000US29510101300,3863,364
G2905100101400,14000US29510101400,2651,77
G2905100101500,14000US29510101500,3014,129
G2905100101800,14000US29510101800,2807,70
G2905100102100,14000US29510102100,2412,134
G2905100102200,14000US29510102200,5571,387
G2905100102300,14000US29510102300,1971,177
G2905100102400,14000US29510102400,2339,351
G2905100102500,14000US29510102500,1801,100
G2905100103100,14000US29510103100,2891,93
G2905100103400,14000US29510103400,1771,102
G2905100103600,14000US29510103600,1240,134
G2905100103700,14000US29510103700,2496,240
G2905100103800,14000US29510103800,3560,154
G2905100104200,14000US29510104200,3014,80
G2905100104500,14000US29510104500,2257,154
G2905100105198,14000US29510105198,3045,325
G2905100105200,14000US29510105200,2606,191
G2905100105300,14000US29510105300,2311,333
G2905100105400,14000US29510105400,2156,164
G2905100105500,14000US29510105500,2518,335
G2905100106100,14000US29510106100,1539,208
G2905100106200,14000US29510106200,912,140
G2905100106300,14000US29510106300,1256,71
G2905100106400,14000US29510106400,2124,310
G2905100106500,14000US29510106500,2207,169
G2905100106600,14000US29510106600,1459,84
G2905100106700,14000US29510106700,2862,101
G2905100107200,14000US29510107200,1051,125
G2905100107300,14000US29510107300,3863,440
G2905100107400,14000US29510107400,2201,274
G2905100107500,14000US29510107500,1928,299
G2905100107600,14000US29510107600,1727,242
G2905100108100,14000US29510108100,2814,334
G2905100108200,14000US29510108200,1835,169
G2905100108300,14000US29510108300,2168,205
G2905100109600,14000US29510109600,2723,429
G2905100109700,14000US29510109700,1888,140
G2905100110100,14000US29510110100,2359,243
G2905100110200,14000US29510110200,2076,90
G2905100110300,14000US29510110300,1704,364
G2905100110400,14000US29510110400,1874,271
G2905100110500,14000US29510110500,864,27
G2905100111100,14000US29510111100,1655,171
G2905100111200,14000US29510111200,1065,103
G2905100111300,14000US29510111300,1467,90
G2905100111400,14000US29510111400,1236,62
G2905100111500,14000US29510111500,579,90
G2905100112100,14000US29510112100,4088,169
G2905100112200,14000US29510112200,1154,170
G2905100112300,14000US29510112300,1484,42
G2905100112400,14000US29510112400,3711,168
G2905100113500,14000US29510113500,2282,142
G2905100114101,14000US29510114101,3952,192
G2905100114102,14000US29510114102,4155,231
G2905100114200,14000US29510114200,4116,243
G2905100114300,14000US29510114300,5025,265
G2905100115100,14000US29510115100,4131,413
G2905100115200,14000US29510115200,2980,360
G2905100115300,14000US29510115300,4649,429
G2905100115400,14000US29510115400,2839,201
G2905100115500,14000US29510115500,6379,265
G2905100115600,14000US29510115600,4346,247
G2905100115700,14000US29510115700,3184,125
G2905100116100,14000US29510116100,2819,79
G2905100116200,14000US29510116200,3680,314
G2905100116301,14000US29510116301,3088,298
G2905100116302,14000US29510116302,2872,200
G2905100116400,14000US29510116400,4222,296
G2905100116500,14000US29510116500,3773,401
G2905100117100,14000US29510117100,1469,78
G2905100117200,14000US29510117200,4522,535
G2905100117400,14000US29510117400,3732,271
G2905100118100,14000US29510118100,1016,53
G2905100118400,14000US29510118400,1572,204
G2905100118600,14000US29510118600,4190,189
G2905100119101,14000US29510119101,2502,104
G2905100119102,14000US29510119102,3078,104
G2905100119200,14000US29510119200,1834,192
G2905100119300,14000US29510119300,3702,236
G2905100120200,14000US29510120200,1172,104
G2905100121100,14000US29510121100,1808,122
G2905100121200,14000US29510121200,1942,239
G2905100123100,14000US29510123100,3191,344
G2905100123200,14000US29510123200,2504,129
G2905100123300,14000US29510123300,2746,298
G2905100124100,14000US29510124100,4243,397
G2905100124200,14000US29510124200,3251,442
G2905100124300,14000US29510124300,3228,205
G2905100124600,14000US29510124600,1603,63
G2905100125500,14000US29510125500,3924,254
G2905100125600,14000US29510125600,4249,130
G2905100125700,14000US29510125700,3079,268
G2905100126600,14000US29510126600,2489,234
G2905100126700,14000US29510126700,1013,84
G2905100126800,14000US29510126800,3280,193
G2905100126900,14000US29510126900,3655,306
G2905100127000,14000US29510127000,1085,154
G2905100127100,14000US29510127100,1459,286
G2905100127200,14000US29510127200,3845,403
G2905100127300,14000US29510127300,3576,304
G2905100127400,14000US29510127400,4146,73
G2905100127500,14000US29510127500,2083,246
G2905100127600,14000US29510127600,2611,172
G3000010000100,14000US30001000100,1083,93
G3000010000200,14000US30001000200,3502,195
G3000010000300,14000US30001000300,4236,134
G3000030000100,14000US30003000100,4063,160
G3000030940400,14000US30003940400,1477,130
G3000030940500,14000US30003940500,1263,47
G3000030940600,14000US30003940600,3321,277
G3000030940700,14000US30003940700,1984,58
G3000050000100,14000US30005000100,1211,112
G3000050000200,14000US30005000200,2125,225
G3000050940100,14000US30005940100,1383,62
G3000050940200,14000US30005940200,1328,187
G3000070000100,14000US30007000100,2124,34
G3000070000200,14000US30007000200,3504,116
G3000090000100,14000US30009000100,2428,397
G3000090000200,14000US30009000200,1913,219
G3000090000300,14000US30009000300,2222,77
G3000090000400,14000US30009000400,2150,187
G3000090000500,14000US30009000500,1385,225
G3000110000300,14000US30011000300,1225,91
G3000130000100,14000US30013000100,2407,141
G3000130000200,14000US30013000200,3174,267
G3000130000300,14000US30013000300,3149,162
G3000130000400,14000US30013000400,1598,127
G3000130000700,14000US30013000700,1877,267
G3000130000800,14000US30013000800,1413,211
G3000130000900,14000US30013000900,2906,329
G3000130001000,14000US30013001000,3107,206
G3000130001100,14000US30013001100,3816,150
G3000130001200,14000US30013001200,2091,251
G3000130001600,14000US30013001600,3885,547
G3000130001700,14000US30013001700,1938,234
G3000130001800,14000US30013001800,3151,148
G3000130001900,14000US30013001900,5914,682
G3000130002100,14000US30013002100,4542,244
G3000130002200,14000US30013002200,6137,254
G3000130002300,14000US30013002300,7304,830
G3000130010100,14000US30013010100,3290,325
G3000130010400,14000US30013010400,1597,77
G3000130010600,14000US30013010600,3427,480
G3000130010700,14000US30013010700,3641,301
G3000130010800,14000US30013010800,2370,373
G3000150010200,14000US30015010200,1995,111
G3000150010300,14000US30015010300,3378,445
G3000170961300,14000US30017961300,1826,189
G3000170961500,14000US30017961500,1497,135
G3000170961600,14000US30017961600,2240,348
G3000170961800,14000US30017961800,1413,82
G3000170961900,14000US30017961900,1827,153
G3000170962000,14000US30017962000,2049,184
G3000190020300,14000US30019020300,1619,168
G3000210000100,14000US30021000100,1335,65
G3000210000200,14000US30021000200,2518,154
G3000210000300,14000US30021000300,4281,161
G3000230000300,14000US30023000300,2671,111
G3000230000400,14000US30023000400,2899,236
G3000230000500,14000US30023000500,2625,139
G3000250000100,14000US30025000100,2654,112
G3000270030100,14000US30027030100,4598,176
G3000270030200,14000US30027030200,5735,331
G3000290000100,14000US30029000100,2779,125
G3000290000201,14000US30029000201,5011,363
G3000290000202,14000US30029000202,2614,195
G3000290000203,14000US30029000203,4691,179
G3000290000300,14000US30029000300,4394,558
G3000290000401,14000US30029000401,5476,375
G3000290000402,14000US30029000402,3098,175
G3000290000601,14000US30029000601,4821,442
G3000290000602,14000US30029000602,3648,529
G3000290000700,14000US30029000700,5865,497
G3000290000800,14000US30029000800,8458,762
G3000290000900,14000US30029000900,6918,568
G3000290001000,14000US30029001000,1829,46
G3000290001100,14000US30029001100,5693,446
G3000290001200,14000US30029001200,6959,518
G3000290001301,14000US30029001301,3347,299
G3000290001302,14000US30029001302,5416,502
G3000290001400,14000US30029001400,4732,715
G3000290001700,14000US30029001700,7846,580
G3000310000101,14000US30031000101,5454,273
G3000310000102,14000US30031000102,2026,139
G3000310000103,14000US30031000103,7430,441
G3000310000200,14000US30031000200,10783,802
G3000310000300,14000US30031000300,3038,190
G3000310000400,14000US30031000400,4956,279
G3000310000501,14000US30031000501,1789,167
G3000310000502,14000US30031000502,6756,527
G3000310000503,14000US30031000503,13592,977
G3000310000504,14000US30031000504,2399,240
G3000310000600,14000US30031000600,2440,85
G3000310000701,14000US30031000701,3655,274
G3000310000702,14000US30031000702,5612,206
G3000310000800,14000US30031000800,2187,190
G3000310000900,14000US30031000900,3868,189
G3000310001001,14000US30031001001,3167,200
G3000310001002,14000US30031001002,4482,260
G3000310001101,14000US30031001101,5268,300
G3000310001102,14000US30031001102,3785,402
G3000310001200,14000US30031001200,4717,276
G3000310001500,14000US30031001500,1380,29
G3000310001600,14000US30031001600,2759,83
G3000330000100,14000US30033000100,967,30
G3000350940200,14000US30035940200,4766,79
G3000350940400,14000US30035940400,4043,184
G3000350976000,14000US30035976000,3396,272
G3000350980000,14000US30035980000,165,9
G3000370000100,14000US30037000100,705,55
G3000390961700,14000US30039961700,3153,130
G3000410040100,14000US30041040100,1114,126
G3000410040200,14000US30041040200,1706,396
G3000410040300,14000US30041040300,3394,274
G3000410040400,14000US30041040400,3920,604
G3000410040500,14000US30041040500,2433,108
G3000410940300,14000US30041940300,2292,430
G3000430962201,14000US30043962201,4123,328
G3000430962202,14000US30043962202,3525,219
G3000430962300,14000US30043962300,3611,398
G3000450000100,14000US30045000100,1860,77
G3000470000100,14000US30047000100,1380,81
G3000470000200,14000US30047000200,1752,98
G3000470940301,14000US30047940301,4601,633
G3000470940303,14000US30047940303,5708,784
G3000470940400,14000US30047940400,3607,627
G3000470940500,14000US30047940500,4539,735
G3000470940600,14000US30047940600,4272,595
G3000470940700,14000US30047940700,2117,322
G3000490000100,14000US30049000100,1653,55
G3000490000200,14000US30049000200,5209,333
G3000490000300,14000US30049000300,2374,101
G3000490000400,14000US30049000400,5651,709
G3000490000501,14000US30049000501,3616,225
G3000490000502,14000US30049000502,7068,461
G3000490000600,14000US30049000600,2535,205
G3000490000700,14000US30049000700,6882,92
G3000490000800,14000US30049000800,4555,195
G3000490000900,14000US30049000900,3634,209
G3000490001000,14000US30049001000,3844,218
G3000490001100,14000US30049001100,5423,200
G3000490001201,14000US30049001201,5572,111
G3000490001202,14000US30049001202,5274,230
G3000510050100,14000US30051050100,2215,244
G3000530000100,14000US30053000100,3011,303
G3000530000200,14000US30053000200,2123,96
G3000530000300,14000US30053000300,3515,239
G3000530000400,14000US30053000400,6436,425
G3000530000500,14000US30053000500,3435,240
G3000550954000,14000US30055954000,1653,111
G3000570000100,14000US30057000100,3120,45
G3000570000200,14000US30057000200,2397,137
G3000570000300,14000US30057000300,2408,223
G3000590000100,14000US30059000100,1712,111
G3000610964500,14000US30061964500,2165,103
G3000610964600,14000US30061964600,1810,224
G3000630000100,14000US30063000100,5917,623
G3000630000201,14000US30063000201,7267,560
G3000630000202,14000US30063000202,12187,1396
G3000630000300,14000US30063000300,1909,123
G3000630000400,14000US30063000400,2883,285
G3000630000500,14000US30063000500,6672,337
G3000630000700,14000US30063000700,2618,316
G3000630000800,14000US30063000800,6541,760
G3000630000901,14000US30063000901,6410,744
G3000630000902,14000US30063000902,2594,200
G3000630001000,14000US30063001000,5328,660
G3000630001100,14000US30063001100,3202,265
G3000630001200,14000US30063001200,4573,369
G3000630001302,14000US30063001302,6104,316
G3000630001303,14000US30063001303,4922,377
G3000630001304,14000US30063001304,6805,691
G3000630001400,14000US30063001400,6523,749
G3000630001500,14000US30063001500,6461,580
G3000630001600,14000US30063001600,7292,436
G3000630001800,14000US30063001800,4637,576
G3000650000100,14000US30065000100,2616,109
G3000650000200,14000US30065000200,1928,28
G3000670000100,14000US30067000100,1838,101
G3000670000200,14000US30067000200,4320,207
G3000670000300,14000US30067000300,2895,212
G3000670000400,14000US30067000400,5025,206
G3000670000500,14000US30067000500,1414,35
G3000670980600,14000US30067980600,0,0
G3000690000100,14000US30069000100,419,18
G3000710060200,14000US30071060200,3757,120
G3000730977000,14000US30073977000,3401,456
G3000730977200,14000US30073977200,2095,204
G3000750000100,14000US30075000100,1473,88
G3000770000100,14000US30077000100,1214,18
G3000770000200,14000US30077000200,3780,223
G3000790000100,14000US30079000100,1181,88
G3000810000100,14000US30081000100,3920,498
G3000810000201,14000US30081000201,3911,349
G3000810000202,14000US30081000202,6955,621
G3000810000300,14000US30081000300,2884,351
G3000810000401,14000US30081000401,2734,450
G3000810000402,14000US30081000402,5744,584
G3000810000500,14000US30081000500,5251,556
G3000810000600,14000US30081000600,6031,755
G3000810000700,14000US30081000700,2017,313
G3000810000800,14000US30081000800,959,98
G3000830070100,14000US30083070100,1513,40
G3000830070200,14000US30083070200,1576,101
G3000830070300,14000US30083070300,4525,221
G3000830070400,14000US30083070400,2899,234
G3000850080100,14000US30085080100,1701,202
G3000850940001,14000US30085940001,4480,393
G3000850940002,14000US30085940002,3752,373
G3000870000100,14000US30087000100,1924,100
G3000870000200,14000US30087000200,1282,102
G3000870000300,14000US30087000300,2358,196
G3000870940400,14000US30087940400,2844,608
G3000890000100,14000US30089000100,3433,219
G3000890000200,14000US30089000200,5742,450
G3000890940300,14000US30089940300,1847,106
G3000910090200,14000US30091090200,2131,137
G3000910090400,14000US30091090400,1078,57
G3000930000100,14000US30093000100,4444,159
G3000930000200,14000US30093000200,4471,331
G3000930000300,14000US30093000300,2240,291
G3000930000400,14000US30093000400,3835,205
G3000930000500,14000US30093000500,4084,340
G3000930000600,14000US30093000600,4036,241
G3000930000700,14000US30093000700,3054,137
G3000930000800,14000US30093000800,5937,477
G3000950966400,14000US30095966400,3983,214
G3000950966500,14000US30095966500,2070,222
G3000950966600,14000US30095966600,2934,139
G3000970967000,14000US30097967000,3486,174
G3000990000100,14000US30099000100,1716,92
G3000990000200,14000US30099000200,1862,107
G3000990000300,14000US30099000300,2010,255
G3001010000100,14000US30101000100,1051,186
G3001010000200,14000US30101000200,2912,226
G3001010980000,14000US30101980000,0,0
G3001030963500,14000US30103963500,633,63
G3001050100100,14000US30105100100,1424,53
G3001050100500,14000US30105100500,2640,110
G3001050940600,14000US30105940600,2879,180
G3001070000100,14000US30107000100,1980,20
G3001090000100,14000US30109000100,987,38
G3001110000200,14000US30111000200,3583,242
G3001110000300,14000US30111000300,2827,273
G3001110000401,14000US30111000401,2863,280
G3001110000402,14000US30111000402,2553,181
G3001110000500,14000US30111000500,4066,224
G3001110000600,14000US30111000600,3180,266
G3001110000701,14000US30111000701,4597,257
G3001110000702,14000US30111000702,7198,484
G3001110000704,14000US30111000704,3397,254
G3001110000705,14000US30111000705,3424,141
G3001110000706,14000US30111000706,4132,245
G3001110000800,14000US30111000800,5003,264
G3001110000901,14000US30111000901,3939,255
G3001110000902,14000US30111000902,4726,203
G3001110001000,14000US30111001000,3924,77
G3001110001100,14000US30111001100,4589,242
