GISJOIN,GEOID,TotPop,Allocated
G3001110001200,14000US30111001200,2635,229
G3001110001300,14000US30111001300,5720,310
G3001110001401,14000US30111001401,13978,1093
G3001110001402,14000US30111001402,5800,224
G3001110001501,14000US30111001501,4857,218
G3001110001502,14000US30111001502,4654,234
G3001110001702,14000US30111001702,3563,213
G3001110001703,14000US30111001703,5112,277
G3001110001704,14000US30111001704,4134,255
G3001110001801,14000US30111001801,5938,277
G3001110001802,14000US30111001802,5584,328
G3001110001803,14000US30111001803,1856,179
G3001110001804,14000US30111001804,2776,226
G3001110001901,14000US30111001901,4405,298
G3001110001902,14000US30111001902,4059,294
G3001110940000,14000US30111940000,7778,385
G3100010965400,14000US31001965400,4428,316
G3100010965500,14000US31001965500,3993,306
G3100010965600,14000US31001965600,4949,422
G3100010965700,14000US31001965700,1453,125
G3100010965800,14000US31001965800,1898,251
G3100010965900,14000US31001965900,3974,298
G3100010966000,14000US31001966000,4058,147
G3100010966100,14000US31001966100,2293,268
G3100010966200,14000US31001966200,2255,151
G3100030979600,14000US31003979600,1777,26
G3100030979700,14000US31003979700,1562,79
G3100030979800,14000US31003979800,2526,117
G3100050958300,14000US31005958300,412,88
G3100070954000,14000US31007954000,659,27
G3100090972400,14000US31009972400,450,19
G3100110960100,14000US31011960100,3234,259
G3100110960200,14000US31011960200,1617,131
G3100130951100,14000US31013951100,2213,143
G3100130951200,14000US31013951200,4590,434
G3100130951300,14000US31013951300,3285,176
G3100150975800,14000US31015975800,1832,101
G3100170975000,14000US31017975000,2818,136
G3100190968900,14000US31019968900,3441,309
G3100190969000,14000US31019969000,4135,268
G3100190969100,14000US31019969100,4495,363
G3100190969202,14000US31019969202,3745,251
G3100190969203,14000US31019969203,5137,228
G3100190969204,14000US31019969204,5169,319
G3100190969300,14000US31019969300,2086,59
G3100190969400,14000US31019969400,3645,194
G3100190969500,14000US31019969500,2111,173
G3100190969600,14000US31019969600,5654,751
G3100190969700,14000US31019969700,5671,426
G3100210963200,14000US31021963200,2135,126
G3100210963300,14000US31021963300,2265,167
G3100210963400,14000US31021963400,1684,85
G3100230967600,14000US31023967600,2713,245
G3100230967700,14000US31023967700,2783,204
G3100230967800,14000US31023967800,1891,140
G3100250965600,14000US31025965600,3163,185
G3100250965700,14000US31025965700,4811,468
G3100250965800,14000US31025965800,2646,144
G3100250965900,14000US31025965900,4652,324
G3100250966000,14000US31025966000,4325,329
G3100250966100,14000US31025966100,4380,320
G3100270977100,14000US31027977100,3894,273
G3100270977200,14000US31027977200,3895,170
G3100290961900,14000US31029961900,3532,253
G3100310955800,14000US31031955800,3759,499
G3100310955900,14000US31031955900,1574,315
G3100330954800,14000US31033954800,2828,298
G3100330954900,14000US31033954900,3537,263
G3100330955000,14000US31033955000,2493,281
G3100350962100,14000US31035962100,3139,245
G3100350962200,14000US31035962200,2553,140
G3100370964600,14000US31037964600,2205,153
G3100370964700,14000US31037964700,1699,178
G3100370964800,14000US31037964800,5730,1182
G3100390972700,14000US31039972700,2492,365
G3100390972800,14000US31039972800,3740,161
G3100390972900,14000US31039972900,2005,135
G3100410971700,14000US31041971700,2355,187
G3100410971800,14000US31041971800,2651,181
G3100410971900,14000US31041971900,3790,87
G3100410972000,14000US31041972000,1234,98
G3100430010100,14000US31043010100,6031,284
G3100430010200,14000US31043010200,5463,284
G3100430010300,14000US31043010300,3949,335
G3100430010400,14000US31043010400,2781,190
G3100450950600,14000US31045950600,2768,281
G3100450950700,14000US31045950700,5521,339
G3100470968000,14000US31047968000,2406,527
G3100470968100,14000US31047968100,1258,376
G3100470968200,14000US31047968200,3446,113
G3100470968300,14000US31047968300,3498,316
G3100470968400,14000US31047968400,4855,1753
G3100470968500,14000US31047968500,4564,1202
G3100470968600,14000US31047968600,1404,261
G3100490955400,14000US31049955400,1712,85
G3100510977600,14000US31051977600,2220,116
G3100510977800,14000US31051977800,3013,130
G3100530963600,14000US31053963600,4226,294
G3100530963700,14000US31053963700,2421,163
G3100530963800,14000US31053963800,4726,311
G3100530963900,14000US31053963900,3482,445
G3100530964000,14000US31053964000,3052,263
G3100530964100,14000US31053964100,4890,331
G3100530964200,14000US31053964200,3521,302
G3100530964300,14000US31053964300,4573,457
G3100530964400,14000US31053964400,2733,526
G3100550000200,14000US31055000200,3340,135
G3100550000300,14000US31055000300,2155,189
G3100550000400,14000US31055000400,1959,112
G3100550000500,14000US31055000500,1669,157
G3100550000600,14000US31055000600,1389,86
G3100550000700,14000US31055000700,963,15
G3100550000800,14000US31055000800,1725,134
G3100550001100,14000US31055001100,2738,143
G3100550001200,14000US31055001200,3098,268
G3100550001600,14000US31055001600,2770,11
G3100550001800,14000US31055001800,3476,226
G3100550001900,14000US31055001900,1759,281
G3100550002000,14000US31055002000,3308,419
G3100550002100,14000US31055002100,2007,397
G3100550002200,14000US31055002200,1132,161
G3100550002300,14000US31055002300,1986,282
G3100550002400,14000US31055002400,3383,551
G3100550002500,14000US31055002500,2351,436
G3100550002600,14000US31055002600,2179,852
G3100550002700,14000US31055002700,2389,826
G3100550002800,14000US31055002800,3633,815
G3100550002900,14000US31055002900,4870,851
G3100550003000,14000US31055003000,6412,1974
G3100550003100,14000US31055003100,3420,737
G3100550003200,14000US31055003200,2231,192
G3100550003300,14000US31055003300,1976,417
G3100550003401,14000US31055003401,3536,604
G3100550003402,14000US31055003402,2144,252
G3100550003500,14000US31055003500,3818,225
G3100550003600,14000US31055003600,3761,359
G3100550003700,14000US31055003700,2290,345
G3100550003800,14000US31055003800,3173,737
G3100550003900,14000US31055003900,2168,729
G3100550004000,14000US31055004000,2864,288
G3100550004200,14000US31055004200,1409,146
G3100550004300,14000US31055004300,2574,135
G3100550004400,14000US31055004400,1131,16
G3100550004500,14000US31055004500,2807,316
G3100550004600,14000US31055004600,2443,433
G3100550004700,14000US31055004700,2895,205
G3100550004800,14000US31055004800,4561,435
G3100550004900,14000US31055004900,4679,680
G3100550005000,14000US31055005000,3683,273
G3100550005100,14000US31055005100,2432,219
G3100550005200,14000US31055005200,1536,59
G3100550005300,14000US31055005300,1999,88
G3100550005400,14000US31055005400,2686,368
G3100550005500,14000US31055005500,4833,279
G3100550005600,14000US31055005600,3693,278
G3100550005700,14000US31055005700,4265,256
G3100550005800,14000US31055005800,4266,239
G3100550005901,14000US31055005901,2008,125
G3100550005902,14000US31055005902,1716,119
G3100550006000,14000US31055006000,3409,360
G3100550006101,14000US31055006101,2147,148
G3100550006102,14000US31055006102,3498,394
G3100550006202,14000US31055006202,4401,330
G3100550006301,14000US31055006301,2161,122
G3100550006302,14000US31055006302,4531,286
G3100550006303,14000US31055006303,2481,199
G3100550006400,14000US31055006400,4690,187
G3100550006503,14000US31055006503,2527,137
G3100550006504,14000US31055006504,3252,244
G3100550006505,14000US31055006505,1722,202
G3100550006506,14000US31055006506,3753,401
G3100550006602,14000US31055006602,5737,557
G3100550006603,14000US31055006603,2634,115
G3100550006604,14000US31055006604,3652,195
G3100550006701,14000US31055006701,3712,217
G3100550006703,14000US31055006703,2748,298
G3100550006704,14000US31055006704,1574,121
G3100550006803,14000US31055006803,1752,45
G3100550006804,14000US31055006804,1475,71
G3100550006805,14000US31055006805,3036,107
G3100550006806,14000US31055006806,2436,181
G3100550006903,14000US31055006903,2231,154
G3100550006904,14000US31055006904,3703,336
G3100550006905,14000US31055006905,1484,81
G3100550006906,14000US31055006906,2839,177
G3100550007001,14000US31055007001,4515,240
G3100550007002,14000US31055007002,3203,339
G3100550007003,14000US31055007003,2396,323
G3100550007101,14000US31055007101,3117,294
G3100550007102,14000US31055007102,3399,481
G3100550007303,14000US31055007303,3051,151
G3100550007304,14000US31055007304,1374,122
G3100550007309,14000US31055007309,4302,245
G3100550007310,14000US31055007310,2770,349
G3100550007311,14000US31055007311,2894,239
G3100550007312,14000US31055007312,1759,94
G3100550007313,14000US31055007313,7805,670
G3100550007314,14000US31055007314,3521,73
G3100550007315,14000US31055007315,4517,200
G3100550007316,14000US31055007316,3071,153
G3100550007317,14000US31055007317,4231,313
G3100550007318,14000US31055007318,6114,536
G3100550007405,14000US31055007405,1661,45
G3100550007406,14000US31055007406,4461,188
G3100550007407,14000US31055007407,2726,120
G3100550007408,14000US31055007408,4072,170
G3100550007409,14000US31055007409,2147,253
G3100550007424,14000US31055007424,2952,58
G3100550007429,14000US31055007429,2930,146
G3100550007431,14000US31055007431,4412,434
G3100550007432,14000US31055007432,3265,375
G3100550007433,14000US31055007433,4090,256
G3100550007434,14000US31055007434,3402,119
G3100550007435,14000US31055007435,3060,218
G3100550007436,14000US31055007436,4302,274
G3100550007438,14000US31055007438,1802,30
G3100550007439,14000US31055007439,3935,169
G3100550007440,14000US31055007440,2171,179
G3100550007441,14000US31055007441,2674,237
G3100550007442,14000US31055007442,4294,237
G3100550007443,14000US31055007443,3146,94
G3100550007444,14000US31055007444,3918,223
G3100550007445,14000US31055007445,2314,96
G3100550007446,14000US31055007446,3663,188
G3100550007447,14000US31055007447,2437,135
G3100550007448,14000US31055007448,2656,96
G3100550007449,14000US31055007449,2937,118
G3100550007450,14000US31055007450,3014,256
G3100550007451,14000US31055007451,4894,270
G3100550007452,14000US31055007452,5104,298
G3100550007453,14000US31055007453,3074,219
G3100550007454,14000US31055007454,4369,265
G3100550007455,14000US31055007455,1467,204
G3100550007456,14000US31055007456,2280,172
G3100550007457,14000US31055007457,2470,8
G3100550007458,14000US31055007458,2558,266
G3100550007459,14000US31055007459,3813,232
G3100550007460,14000US31055007460,4104,68
G3100550007461,14000US31055007461,5189,182
G3100550007462,14000US31055007462,4282,300
G3100550007463,14000US31055007463,4224,162
G3100550007464,14000US31055007464,2514,88
G3100550007465,14000US31055007465,4103,198
G3100550007466,14000US31055007466,5187,236
G3100550007467,14000US31055007467,4523,321
G3100550007468,14000US31055007468,2301,102
G3100550007469,14000US31055007469,3977,264
G3100550007470,14000US31055007470,5892,577
G3100550007471,14000US31055007471,3012,258
G3100550007472,14000US31055007472,3994,184
G3100550007504,14000US31055007504,3006,287
G3100550007505,14000US31055007505,3521,102
G3100550007506,14000US31055007506,3021,299
G3100550007508,14000US31055007508,2595,183
G3100550007509,14000US31055007509,5559,457
G3100550007511,14000US31055007511,7476,800
G3100550007512,14000US31055007512,7976,432
G3100550007513,14000US31055007513,6364,267
G3100550007514,14000US31055007514,4204,119
G3100550007515,14000US31055007515,4596,198
G3100550007516,14000US31055007516,4233,101
G3100550007517,14000US31055007517,5665,618
G3100570962300,14000US31057962300,1748,157
G3100590091600,14000US31059091600,2076,174
G3100590091700,14000US31059091700,2973,188
G3100610964600,14000US31061964600,1284,127
G3100610964700,14000US31061964700,1492,112
G3100630961100,14000US31063961100,2501,366
G3100650963900,14000US31065963900,4390,634
G3100670964600,14000US31067964600,2419,335
G3100670964700,14000US31067964700,3391,513
G3100670964800,14000US31067964800,3277,235
G3100670964900,14000US31067964900,3489,426
G3100670965000,14000US31067965000,3153,224
G3100670965100,14000US31067965100,1856,167
G3100670965200,14000US31067965200,2452,464
G3100690952100,14000US31069952100,1734,197
G3100710973200,14000US31071973200,1857,140
G3100730967600,14000US31073967600,1900,194
G3100750956300,14000US31075956300,661,85
G3100770970900,14000US31077970900,2205,187
G3100790000100,14000US31079000100,2593,285
G3100790000200,14000US31079000200,4369,444
G3100790000300,14000US31079000300,4726,311
G3100790000400,14000US31079000400,4418,224
G3100790000500,14000US31079000500,5124,544
G3100790000600,14000US31079000600,5541,361
G3100790000700,14000US31079000700,4518,622
G3100790000800,14000US31079000800,2894,362
G3100790000900,14000US31079000900,4501,452
G3100790001000,14000US31079001000,4411,291
G3100790001100,14000US31079001100,4589,390
G3100790001200,14000US31079001200,3269,149
G3100790001300,14000US31079001300,2751,183
G3100790001400,14000US31079001400,2003,113
G3100810969100,14000US31081969100,1562,148
G3100810969200,14000US31081969200,2343,145
G3100810969300,14000US31081969300,4615,332
G3100830964200,14000US31083964200,3161,706
G3100850961500,14000US31085961500,834,92
G3100870962700,14000US31087962700,2615,194
G3100890974000,14000US31089974000,1510,64
G3100890974100,14000US31089974100,2273,131
G3100890974200,14000US31089974200,1758,76
G3100890974300,14000US31089974300,3838,205
G3100910956700,14000US31091956700,642,53
G3100930970500,14000US31093970500,1624,129
G3100930970600,14000US31093970600,4403,299
G3100950963600,14000US31095963600,3040,527
G3100950963700,14000US31095963700,2459,332
G3100950963800,14000US31095963800,1139,96
G3100970967500,14000US31097967500,1778,156
G3100970967600,14000US31097967600,2094,163
G3100990966600,14000US31099966600,3359,337
G3100990966700,14000US31099966700,2686,228
G3101010000100,14000US31101000100,1529,206
G3101010000200,14000US31101000200,2747,281
G3101010000300,14000US31101000300,3368,196
G3101030975400,14000US31103975400,720,46
G3101050954500,14000US31105954500,3438,373
G3101070976200,14000US31107976200,2827,241
G3101070976300,14000US31107976300,2047,87
G3101070976400,14000US31107976400,2816,163
G3101090000100,14000US31109000100,3039,350
G3101090000201,14000US31109000201,4357,635
G3101090000202,14000US31109000202,4207,417
G3101090000300,14000US31109000300,3553,810
G3101090000400,14000US31109000400,4968,885
G3101090000500,14000US31109000500,2327,495
G3101090000600,14000US31109000600,6185,1011
G3101090000700,14000US31109000700,2217,137
G3101090000800,14000US31109000800,3620,413
G3101090000900,14000US31109000900,3252,318
G3101090001001,14000US31109001001,2739,221
G3101090001002,14000US31109001002,1687,298
G3101090001003,14000US31109001003,3540,375
G3101090001101,14000US31109001101,4321,620
G3101090001102,14000US31109001102,3409,207
G3101090001200,14000US31109001200,5689,955
G3101090001301,14000US31109001301,3535,412
G3101090001302,14000US31109001302,2779,221
G3101090001400,14000US31109001400,4364,676
G3101090001500,14000US31109001500,4008,768
G3101090001600,14000US31109001600,5248,822
G3101090001700,14000US31109001700,4680,1031
G3101090001800,14000US31109001800,1824,362
G3101090001900,14000US31109001900,1683,168
G3101090002001,14000US31109002001,2431,474
G3101090002002,14000US31109002002,2218,235
G3101090002100,14000US31109002100,2290,612
G3101090002200,14000US31109002200,5129,624
